age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,income
0,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,3,0,4,United-States,>50K
0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Local-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
0,,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
1,,11th,7,Never-married,,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,>50K
3,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
2,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,2,Mexico,<=50K
1,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,,Some-college,10,Divorced,,Not-in-family,White,Male,0,1,2,United-States,<=50K
2,Private,Doctorate,16,Separated,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,>50K
4,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,>50K
3,Private,10th,6,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
3,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
3,State-gov,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,3,United-States,<=50K
3,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,3,United-States,>50K
2,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,2,Mexico,<=50K
0,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,,12th,8,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,4,0,2,United-States,>50K
1,Private,5th-6th,3,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,2,Dominican-Republic,<=50K
2,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,1,0,3,United-States,<=50K
0,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,3,United-States,<=50K
4,Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,>50K
4,,Bachelors,13,Never-married,,Not-in-family,Black,Female,0,0,1,United-States,<=50K
3,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,2,Outlying-US(Guam-USVI-etc),<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
2,,Bachelors,13,Divorced,,Own-child,Black,Female,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
2,,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
2,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,Taiwan,>50K
4,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
0,Federal-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Local-gov,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,4,Germany,>50K
2,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,United-States,>50K
0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,,7th-8th,4,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
0,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,United-States,<=50K
3,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,,12th,8,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,7th-8th,4,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,Bachelors,13,Divorced,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,El-Salvador,<=50K
3,Private,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,2,United-States,>50K
1,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,11th,7,Never-married,Craft-repair,Unmarried,White,Male,1,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,2,3,United-States,<=50K
2,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,11th,7,Separated,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
2,,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,4,United-States,<=50K
1,Local-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,Japan,<=50K
4,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,2,0,United-States,>50K
0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Poland,>50K
0,,7th-8th,4,Never-married,,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,1,Cuba,>50K
3,Federal-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,2,Germany,<=50K
1,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
0,,HS-grad,9,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,,HS-grad,9,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
0,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,0,South,<=50K
4,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,2,England,<=50K
0,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,Mexico,<=50K
2,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,3,2,United-States,>50K
0,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,2,0,3,United-States,>50K
1,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,Masters,14,Widowed,Exec-managerial,Unmarried,White,Male,4,0,2,United-States,>50K
3,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,State-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,2,United-States,<=50K
3,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
3,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
4,,11th,7,Divorced,,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Local-gov,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,0,United-States,<=50K
0,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Self-emp-inc,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Private,Preschool,1,Separated,Transport-moving,Not-in-family,Black,Male,4,0,2,United-States,>50K
3,Self-emp-not-inc,Bachelors,13,Separated,Other-service,Unmarried,White,Female,0,0,2,Nicaragua,<=50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,State-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,12th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
1,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,2,Mexico,<=50K
1,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
4,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,1,0,1,United-States,<=50K
1,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,,HS-grad,9,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,4,South,<=50K
3,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1,2,United-States,>50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
0,,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,<=50K
0,,Some-college,10,Never-married,,Not-in-family,White,Female,0,3,2,United-States,<=50K
0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,1,3,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,3,3,United-States,>50K
2,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
4,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
0,,Some-college,10,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,1,Columbia,<=50K
4,Self-emp-not-inc,7th-8th,4,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,0,United-States,<=50K
4,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
4,,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
0,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
4,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
1,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,2,Nicaragua,<=50K
0,,Some-college,10,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,1,United-States,>50K
0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
4,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,3,United-States,<=50K
0,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,Jamaica,<=50K
0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Greece,<=50K
3,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
4,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,2,United-States,>50K
1,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
4,,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,>50K
1,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
4,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
0,,HS-grad,9,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,1,0,2,United-States,<=50K
0,Private,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
0,State-gov,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,2,,<=50K
2,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,4,United-States,<=50K
4,Private,HS-grad,9,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,0,United-States,<=50K
2,Private,Bachelors,13,Separated,Farming-fishing,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1,3,United-States,<=50K
1,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,1,Vietnam,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,Assoc-voc,11,Widowed,Tech-support,Unmarried,White,Female,0,0,0,United-States,<=50K
4,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
1,Private,9th,5,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
1,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,1,0,2,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
3,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
0,Self-emp-inc,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,3,South,<=50K
3,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-inc,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,4,United-States,>50K
2,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,4,United-States,>50K
4,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,10th,6,Separated,Handlers-cleaners,Unmarried,Black,Male,0,0,2,United-States,<=50K
1,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1,2,United-States,>50K
1,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,Canada,>50K
2,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,4,3,United-States,<=50K
2,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,2,Mexico,<=50K
2,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
