Age Bin,Sensitive,Sex,Study Area,Study Title,Sector,Job Family Hiring,Job Title Hiring,Technical Skills,Comunication,Maturity,Dynamism,Mobility,English,European Residence,Italian Residence,Status
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Engineering,Consultant,3,2,2,2,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Consulting,Business & Sales,Business Unit Director,3,3,3,3,3,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,3,2,3,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Engineering,Consultant,2,2,2,2,2,2,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Space,Engineering,Consultant,3,3,3,2,2,2,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Informatics,Three-year degree,Services and Information Systems,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Consulting,Engineering,Consultant,2,3,3,2,2,2,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,NO COLLEGE,High school graduation,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Railway,Not Specified,Not Specified,4,3,3,3,3,3,Yes,Yes,Negative
40 - 45 ,Male 40 - 45 Italian,Male,Informatics,Three-year degree,Services and Information Systems,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,1,2,2,2,3,2,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Medical Field,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,master's degree,Machining - Heavy Industry,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
36 - 40 ,Female 36 - 40 Italian,Female,Engineering,Five-year degree,Life sciences,Engineering,Qualified Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Other Humanities Subjects,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Other Humanities Subjects,Three-year degree,Others,Support,Support,2,2,2,2,2,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Informatics,Five-year degree,Telecom,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,NO COLLEGE,High school graduation,Others,Support,Support,2,2,2,2,2,2,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Non-Italian,Male,Other,master's degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,No,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Life sciences,Engineering,Junior Consultant,2,3,2,3,2,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Engineering,Qualified Consultant,3,3,2,3,2,2,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Three-year degree,Others,Engineering,Consultant,2,2,2,3,3,1,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Scientific Field,Five-year degree,Others,Engineering,Qualified Consultant,3,3,3,4,3,2,Yes,Yes,Positive
40 - 45 ,Female 40 - 45 Italian,Female,Engineering,Five-year degree,Telecom,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Consulting,Engineering,Qualified Consultant,3,3,2,3,2,2,Yes,Yes,Positive
31 - 35 ,Female 31 - 35 Italian,Female,Scientific Field,Five-year degree,Others,Engineering,Junior Consultant,3,3,2,3,2,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,master's degree,Others,Support,???,3,3,3,3,3,3,Yes,Yes,Positive
36 - 40 ,Female 36 - 40 Italian,Female,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,1,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Life sciences,Engineering,Junior Consultant,2,2,3,2,2,3,Yes,Yes,Positive
31 - 35 ,Female 31 - 35 Italian,Female,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,2,2,2,2,2,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Female 31 - 35 Italian,Female,Engineering,Five-year degree,Space,Support,Support,3,2,2,3,2,4,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,3,3,3,3,Yes,Yes,Positive
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Space,Engineering,Qualified Consultant,3,2,3,3,2,2,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Machining - Heavy Industry,Engineering,Junior Consultant,2,3,3,3,1,2,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,1,2,2,3,3,Yes,Yes,Positive
31 - 35 ,Female 31 - 35 Italian,Female,Other Humanities Subjects,Three-year degree,Life sciences,Engineering,???,3,3,3,3,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Non-Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,No,No,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Three-year degree,Others,Engineering,Qualified Consultant,3,3,3,2,2,2,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Three-year degree,Automotive,Engineering,Consultant,2,2,2,3,2,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Scientific Field,master's degree,Life sciences,Engineering,Pharmaceutical Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Medical Field,Five-year degree,Life sciences,Not Specified,Not Specified,2,3,1,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,3,2,2,1,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
36 - 40 ,Female 36 - 40 Italian,Female,Engineering,Five-year degree,Services and Information Systems,Engineering,Junior Consultant,3,2,3,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Services and Information Systems,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,2,3,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,3,2,3,4,4,Yes,Yes,Positive
> 45 ,Female > 45 Italian,Female,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,3,3,3,3,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Three-year degree,Telecom,Engineering,Consultant,3,2,3,3,2,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Doctorate,Consulting,Support,???,4,3,3,3,3,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Scientific Field,High school graduation,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Consulting,Support,???,3,3,3,3,3,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Scientific Field,High school graduation,Oil and Gas,Engineering,???,3,2,2,3,4,2,Yes,Yes,Positive
31 - 35 ,Female 31 - 35 Italian,Female,Scientific Field,Five-year degree,Consulting,Support,???,3,4,4,4,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Engineering,???,2,2,2,2,2,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Other,High school graduation,Oil and Gas,Engineering,???,3,2,2,2,4,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Consulting,Engineering,Qualified Consultant,2,2,4,4,4,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Life sciences,Engineering,Senior Consultant,3,3,3,2,1,1,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Scientific Field,Five-year degree,Consulting,Support,???,2,2,2,2,2,3,Yes,Yes,Positive
> 45 ,Female > 45 Italian,Female,Linguistics,Three-year degree,Oil and Gas,Engineering,???,3,3,2,2,3,4,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Telecom,Not Specified,Not Specified,2,2,3,2,3,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Scientific Field,High school graduation,Energy,Support,???,3,2,3,3,3,3,Yes,Yes,Positive
40 - 45 ,Female 40 - 45 Italian,Female,Other Humanities Subjects,Five-year degree,Telecom,Business & Sales,Business Manager,2,3,2,3,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Non-Italian,Male,Other,High school graduation,Machining - Heavy Industry,Engineering,???,2,2,2,2,2,3,No,No,Positive
31 - 35 ,Female 31 - 35 Italian,Female,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Engineering,???,3,3,3,3,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,High school graduation,Life sciences,Engineering,???,2,2,2,2,1,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,3,3,3,1,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Other,Middle school diploma,Oil and Gas,Engineering,???,2,2,2,2,2,2,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Others,Engineering,???,3,2,2,3,4,2,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Machining - Heavy Industry,Engineering,???,2,2,2,2,2,2,Yes,Yes,Positive
> 45 ,Female > 45 Italian,Female,Linguistics,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Female 36 - 40 Italian,Female,Engineering,master's degree,Oil and Gas,Business & Sales,Junior Business Manager,2,2,2,2,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Oil and Gas,Engineering,???,2,2,2,2,2,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,1,2,3,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,3,2,3,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,3,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,3,3,3,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,3,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Railway,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Tech Consulting & Solutions,Consultant,2,2,2,2,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Three-year degree,Automotive,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,2,3,4,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,3,3,2,3,3,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,2,3,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Life sciences,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,2,2,2,2,1,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Female 31 - 35 Italian,Female,Other Humanities Subjects,Three-year degree,Others,Support,???,3,3,3,3,3,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Scientific Field,High school graduation,Energy,Engineering,???,3,2,3,3,3,2,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Aeronautics,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Other,Professional qualification,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Engineering,master's degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,master's degree,Space,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Other,Professional qualification,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
> 45 ,Female > 45 Italian,Female,Other,Professional qualification,Oil and Gas,Engineering,???,2,2,3,3,1,2,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Oil and Gas,Engineering,???,3,3,3,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,3,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Life sciences,Tech Consulting & Solutions,Consultant,2,3,3,3,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,2,2,3,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Automotive,Engineering,Junior Consultant,1,3,2,3,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Engineering,Junior Consultant,2,2,3,2,2,2,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Energy,Engineering,???,2,2,2,2,2,2,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Oil and Gas,Engineering,???,3,2,4,3,3,3,Yes,Yes,Positive
36 - 40 ,Female 36 - 40 Italian,Female,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,2,1,1,1,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,3,3,3,3,3,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Aeronautics,Engineering,Qualified Consultant,3,2,3,2,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Law,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Oil and Gas,Engineering,Junior Consultant,2,3,3,3,3,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Three-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Engineering,???,4,3,3,3,1,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Energy,Engineering,???,2,3,2,2,1,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Oil and Gas,Tech Consulting & Solutions,Advanced Consultant,2,2,2,3,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,3,4,3,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,3,3,2,2,1,3,Yes,Yes,Positive
40 - 45 ,Female 40 - 45 Italian,Female,Engineering,Five-year degree,Oil and Gas,Engineering,Consultant,3,3,3,3,2,2,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Oil and Gas,Engineering,Consultant,2,1,2,3,3,2,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,2,2,2,3,2,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,3,3,3,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Scientific Field,Doctorate,Telecom,Engineering,Qualified Consultant,3,3,3,2,3,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,master's degree,Space,Engineering,Consultant,3,2,2,3,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Energy,Engineering,Junior Consultant,2,3,3,3,3,2,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Automotive,Engineering,Junior Consultant,3,3,3,3,3,2,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,master's degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,3,2,3,3,Yes,Yes,Positive
